ensemblID	gene_name	logFC_prenatal	SE_prenatal	logFC_adult	SE_adult	PRENATAL	ADULT	SHARED0.5	SHARED1	SHARED2	OPPOSITE	specificity	sexDE_prenatal_direction	sexDE_adult_direction	sexDE	sexDEsimplified	sexDEfinal	sexDE_origin	annot	Region	annotXCI
ENSG00000124299	PEPD	-0.213029511286675	0.0632733360652859	-0.0197448744643926	0.0180191055556141	0.9515	0	0.0475	5e-04	5e-04	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000124383	MPHOSPH10	-0.17664104278296	0.0461028133571418	-0.00815704227967419	0.0120733220210421	0.9925	0	0.0075	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000124486	USP9X	0.106294067144881	0.0299073315282624	0.198144554217784	0.00910778587026198	0	0	0	0.058	0.942	0	Shared	female-biased	female-biased	common female-biased	female-biased	female-biased	common	X chr	nonPAR	Escape
ENSG00000124493	GRM4	-0.193952890455624	0.134988961928997	-0.108110009766907	0.0300793759106183	0.0145	0.005	0.915	0.0345	0.021	0.01	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000124508	BTN2A2	0.312046039567806	0.0847597080352493	0.0735594030397807	0.0423562856556313	0.541	0	0.456	0.003	0	0	Unclassified	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000124613	ZNF391	0.241737057016073	0.0678235750825256	0.00548593674485031	0.0244219943095956	0.9885	0	0.0115	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000124615	MOCS1	-0.105708662464249	0.0597227779604647	0.0517006280523089	0.0134284075460931	0.356	0.0265	0.1065	0.013	0.022	0.476	Unclassified	ns	female-biased	adult female-biased	female-biased	NA	adult	Autosome	NA	NA
ENSG00000124659	TBCC	-0.303393321037575	0.0695362408194826	-0.0347292192126253	0.0146041315745802	0.9625	0	0.0375	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000124688	MAD2L1BP	-0.191930467979691	0.0597290049674445	-0.00946228684957337	0.0145741234496099	0.9765	0	0.023	0	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000124733	MEA1	-0.236191711312361	0.0674038224206729	-0.0299674236672246	0.011110147267798	0.8735	0	0.1255	0	5e-04	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000124784	RIOK1	-0.155267857499846	0.0408756913410099	0.0133919832885244	0.0176221125313997	0.993	0	0.006	0	0	0.001	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000124787	RPP40	-0.200507764246665	0.0500148997430445	0.00219902001721753	0.0200687289439654	0.995	0	0.0045	0	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000124882	EREG	0.233321432735838	0.0716001001879415	-0.184926005195497	0.092893227691462	0.7025	5e-04	0.033	0.001	0	0.263	Unclassified	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125037	EMC3	-0.110646032499526	0.0367731718975622	-0.0176483430070288	0.0107273582651457	0.846	0	0.151	0.002	5e-04	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125122	AC040160.13	-0.309337020646388	0.0892780704946601	0.00221502325116532	0.0188803506136302	0.9955	0	0.0045	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125170	DOK4	-0.247733204073009	0.0738732461145625	-0.0121325409552253	0.0155861762657441	0.9835	0	0.0155	5e-04	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125246	CLYBL	0.360952019905767	0.119496124537276	-0.0194018495801539	0.0241291469345383	0.9915	0	0.0075	0	5e-04	5e-04	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125249	RAP2A	-0.205729564308298	0.055476188502605	-0.0310879274421233	0.0124273951897887	0.8395	5e-04	0.1585	5e-04	5e-04	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125304	TM9SF2	-0.116114475667524	0.0351102648804312	-0.00470940314319384	0.0115279548327338	0.978	0	0.022	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125354	SEPT6	-0.220461399632703	0.0600533640328238	0.0329127256614157	0.0145444157402464	0.9985	0	0	0	0	0.0015	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	X chr	nonPAR	Inactive
ENSG00000125457	MIF4GD	-0.241384143757424	0.0567140988694151	0.0237199152957318	0.0131599150567697	0.9995	0	0	0	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125503	PPP1R12C	-0.149091257709464	0.0868315265705083	-0.0458531668632274	0.0133941096478048	0.12	0.002	0.8415	0.0175	0.008	0.011	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000125505	MBOAT7	-0.202756739415853	0.0510127736480237	-0.00279933498817795	0.0180686302109795	0.997	0	0.0025	0	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125611	CHCHD5	-0.310711934577243	0.102282134460587	-0.0158751471255981	0.0168928726812891	0.975	0	0.0245	0	5e-04	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125633	CCDC93	0.13946526133504	0.0580784070690023	0.0483375815294837	0.0125418285186216	0.0575	0.0015	0.9295	0.007	0.0035	0.001	Shared	ns	female-biased	adult female-biased	female-biased	female-biased	adult	Autosome	NA	NA
ENSG00000125650	PSPN	-0.171422104852451	0.0391635005894899	0.00875421678853126	0.0188538084019878	0.9945	0	0.0055	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125652	ALKBH7	-0.556293304496788	0.167171440561021	-0.0431344295357508	0.0137839482817451	0.6655	0	0.3255	0.0055	0.002	0.0015	Unclassified	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125656	CLPP	-0.340270759518853	0.110255290794934	-0.0045926403933742	0.011881695500814	0.9945	0	0.005	0	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125676	THOC2	0.109578789417	0.027528780337629	0.0210393802361637	0.0143173017989218	0.807	0	0.19	0.0015	0	0.0015	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	X chr	nonPAR	Inactive
ENSG00000125744	RTN2	-0.226330604991507	0.0826560528352803	-0.0755187351853274	0.0178648386551734	0.003	0	0.983	0.011	0.0025	5e-04	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000125772	GPCPD1	0.289529954173354	0.0857188279977187	0.0527204247295988	0.0386438152182115	0.7225	0	0.275	0.0025	0	0	Unclassified	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125775	SDCBP2	-0.331470214838452	0.101529460093656	-0.0139961393410602	0.0212421827203756	0.983	0	0.0165	0	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125814	NAPB	-0.0259761799975077	0.052436222823474	-0.0646384194618656	0.0153062137638291	0.024	0.043	0.727	0.0555	0.0785	0.072	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000125821	DTD1	-0.208338855476949	0.0619949914057683	-0.0248134459087439	0.0138184114386518	0.9115	0	0.0875	0	5e-04	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125827	TMX4	-0.171254877506244	0.0457828881221784	-0.0403242814857254	0.0139387328270161	0.385	0	0.6115	0.002	0.0015	0	Unclassified	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125841	NRSN2	-0.192211409912549	0.0574739509515697	-0.0255656247537545	0.0128498960395567	0.887	0	0.112	0.001	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125863	MKKS	-0.161371660151924	0.0477456316983771	-0.0133359324186455	0.0110809497416007	0.9705	0	0.0295	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125868	DSTN	-0.229149982040615	0.0586468198339661	-0.0250596672759548	0.0114735482642466	0.9575	0	0.042	5e-04	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125869	LAMP5	-0.115611413631919	0.339754592566349	-0.13083453424845	0.0279740037795226	5e-04	0.0175	0.821	0.04	0.029	0.092	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000125877	ITPA	-0.243672782498857	0.0730876931049476	-0.0227061478861097	0.0185194284912053	0.9545	0	0.045	5e-04	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125885	MCM8	0.441200683326157	0.0475607850478448	0.00972872351303784	0.0306786074117914	1	0	0	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125895	TMEM74B	-0.413928943610593	0.0839307235851081	-0.0408727354557819	0.0254008046546684	0.9875	0	0.012	0	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125901	MRPS26	-0.377876531445766	0.0954292302532588	-0.059177184436272	0.0116742078952116	0.0305	5e-04	0.965	0.003	0.001	0	Shared	male-biased	male-biased	common male-biased	male-biased	male-biased	common	Autosome	NA	NA
ENSG00000125968	ID1	-0.577158809328386	0.162605963118156	0.0683950185110169	0.0634183155963802	0.975	0	0.0145	0	5e-04	0.01	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000125971	DYNLRB1	-0.223381071051224	0.0635178526792112	-0.0310590499009742	0.0115795793878143	0.8345	0	0.1625	0.0015	0.0015	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000126012	KDM5C	0.508238831780434	0.0509839179472426	0.399298886528791	0.00916685376013621	0	0	0	1	0	0	Shared	female-biased	female-biased	common female-biased	female-biased	female-biased	common	X chr	nonPAR	Escape
ENSG00000126070	AGO3	0.172557250294389	0.0371849706204982	0.0136498080128887	0.008718087093513	0.9915	0	0.0085	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000126106	TMEM53	-0.259579953521649	0.0545183346446787	-2.11403356690538e-05	0.0129933626931446	1	0	0	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000126214	KLC1	-0.11099918991722	0.034202711512204	-0.0357759886277954	0.0124110715565318	0.276	0	0.7125	0.01	0.001	5e-04	Unclassified	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000126215	XRCC3	0.12542995250448	0.0781251264928413	0.0617112724379128	0.0165041973910668	0.0295	0.004	0.926	0.02	0.0135	0.007	Shared	ns	female-biased	adult female-biased	female-biased	female-biased	adult	Autosome	NA	NA
ENSG00000126216	TUBGCP3	0.0971830652938089	0.0296414423613507	-0.000852875468743739	0.0107928796995502	0.9665	0	0.0305	0	0	0.003	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000126243	LRFN3	-0.211891012562204	0.0656101272328236	0.0183743262136564	0.0145217509178497	0.9955	0	0.002	0	0	0.0025	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000126249	PDCD2L	-0.25741435152762	0.0685359063654331	-0.0249457259336792	0.0140814129985351	0.967	0	0.033	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000126432	PRDX5	-0.339290866991577	0.110726033880916	-0.0207466535315572	0.0137113170179967	0.967	0	0.0325	5e-04	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000126524	SBDS	-0.204876091137741	0.0468544988358979	-0.0111110754059318	0.0102470914475317	0.9985	0	0.0015	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000126653	NSRP1	0.157278963900118	0.0404110187615371	0.000784060145121038	0.0150047698909318	0.9915	0	0.008	0	0	5e-04	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000126767	ELK1	-0.214135936802004	0.0389854316818702	0.00172240761447979	0.0240803449298654	0.9985	0	0.0015	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	X chr	nonPAR	Inactive
ENSG00000126803	HSPA2	0.0617049915966777	0.162818328654575	-0.0940521251257507	0.025477555579549	0.045	0.031	0.6725	0.0405	0.0425	0.1685	Unclassified	ns	male-biased	adult male-biased	male-biased	NA	adult	Autosome	NA	NA
ENSG00000126945	HNRNPH2	-0.153239252515343	0.0505061882840289	-0.00137384515554845	0.0100520079733724	0.9875	0	0.0115	5e-04	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	X chr	nonPAR	Inactive
ENSG00000126947	ARMCX1	-0.236910484516362	0.0604668172572494	0.0107543108366434	0.0128996801956474	0.9995	0	5e-04	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	X chr	nonPAR	Inactive
ENSG00000126950	TMEM35	-0.260703737653573	0.058370675170244	-0.0700041631338759	0.0259348178731735	0.2275	0	0.7715	5e-04	5e-04	0	Unclassified	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	X chr	nonPAR	Inactive
ENSG00000126970	ZC4H2	0.0260451737365758	0.0433957395822223	0.0599080394630887	0.0115974071899298	0.007	0.045	0.739	0.0675	0.0745	0.067	Shared	ns	female-biased	adult female-biased	female-biased	female-biased	adult	X chr	nonPAR	Inactive
ENSG00000127125	PPCS	-0.256203812130853	0.0660260075977607	-0.00224947660908679	0.0122587498333543	0.9975	0	0.0025	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000127220	ABHD8	-0.411953256899025	0.11162010717613	-0.0571008979653681	0.0162791731526533	0.302	0	0.6905	0.0055	0.0015	5e-04	Unclassified	male-biased	male-biased	common male-biased	male-biased	NA	common	Autosome	NA	NA
ENSG00000127364	TAS2R4	0.348093901917127	0.0941848079289161	-0.00730746197723085	0.0514018724084775	0.967	0	0.0315	5e-04	0.001	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000127366	TAS2R5	0.449581557271823	0.130445198922296	0.0226449267642772	0.0369452482639835	0.9635	0	0.0355	0	0	0.001	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000127399	LRRC61	-0.320335822503926	0.0855855502488186	0.00598844123476305	0.0353306023995295	0.988	0	0.011	5e-04	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000127445	PIN1	-0.230557545940861	0.0915913771403748	-0.061577628817296	0.0130886921971849	0.006	0	0.981	0.0065	0.0045	0.002	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000127483	HP1BP3	0.0744340004529698	0.024074549692291	0.0106403251740513	0.0106257062827322	0.8335	0	0.163	0.001	5e-04	0.002	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000127507	ADGRE2	0.23436587325885	0.0710991982698342	0.0841566704300427	0.0514492008460638	0.4455	5e-04	0.5435	0.0065	0.003	0.001	Unclassified	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000127526	SLC35E1	-0.0940424189271553	0.0263820181464279	-0.0163412900538904	0.0109005952051167	0.8345	5e-04	0.164	5e-04	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000127533	F2RL3	0.253445944260315	0.0704997403081541	0.17999948810199	0.124637877159657	0.48	0	0.4895	0.0235	0.0055	0.0015	Unclassified	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000127540	UQCR11	-0.478449818661949	0.119581686573207	-0.0457206195348188	0.0114001965442711	0.634	0	0.361	0.003	0.0015	5e-04	Unclassified	male-biased	male-biased	common male-biased	male-biased	NA	common	Autosome	NA	NA
ENSG00000127561	SYNGR3	-0.298779581744147	0.115452229691172	-0.0754381488063611	0.018332747652826	0.0135	5e-04	0.973	0.0105	0.002	5e-04	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000127585	FBXL16	-0.281101094622666	0.0762303897940814	-0.0650098911063315	0.0274767385032508	0.4025	0	0.5945	0.002	0.001	0	Unclassified	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000127774	TMEM93	-0.328249603424054	0.102222369848362	-0.0479419430549328	0.014290190702877	0.372	0.002	0.6165	0.005	0.003	0.0015	Unclassified	male-biased	male-biased	common male-biased	male-biased	NA	common	Autosome	NA	NA
ENSG00000127920	GNG11	-0.400269938319997	0.113138188389432	0.0320073932109111	0.0265965319244346	0.9965	0	0.002	0	0	0.0015	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000127946	HIP1	0.157027029609795	0.0501964553790195	-0.00314328058543208	0.0162507519513902	0.987	0	0.0105	0.001	0	0.0015	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000127955	GNAI1	-0.177943026819808	0.0747493276841583	-0.0611410525746139	0.0162222486615032	0.032	0.002	0.953	0.01	0.002	0.001	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000128000	ZNF780B	0.153329519569119	0.0456659284840058	0.021291434106121	0.0157913644488141	0.8965	0	0.1025	0	5e-04	5e-04	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000128011	LRFN1	-0.270171144177001	0.103379449027179	-0.0655384476279727	0.0179978438562639	0.0455	0.0015	0.9345	0.014	0.004	5e-04	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000128050	PAICS	0.132345427881544	0.0446635775747604	0.057812799405015	0.0152386373369108	0.0235	0	0.966	0.0105	0	0	Shared	ns	female-biased	adult female-biased	female-biased	female-biased	adult	Autosome	NA	NA
ENSG00000128185	DGCR6L	-0.405865302167434	0.131080065653116	-0.0438699593836901	0.0127991345995118	0.4685	5e-04	0.5185	0.007	0.003	0.0025	Unclassified	male-biased	male-biased	common male-biased	male-biased	NA	common	Autosome	NA	NA
ENSG00000128203	ASPHD2	-0.258231605975014	0.067865948079893	-0.046589398230064	0.0193381427312018	0.6685	0	0.33	0.0015	0	0	Unclassified	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000128242	GAL3ST1	-0.0529494139689787	0.108963552229753	-0.0851766765180529	0.0200263916305029	0.0095	0.0215	0.828	0.037	0.042	0.062	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000128245	YWHAH	-0.248401444745174	0.0489023884579517	-0.0227076057717028	0.0159853207244147	0.992	0	0.008	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000128266	GNAZ	-0.259010906617114	0.0600794977723399	-0.0356747495029539	0.0194018454110371	0.928	0	0.072	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000128284	APOL3	-0.231269924593999	0.176597880660911	0.129874788833428	0.0336980936786479	0.045	0.048	0.2575	0.033	0.053	0.5635	Unclassified	ns	female-biased	adult female-biased	female-biased	NA	adult	Autosome	NA	NA
ENSG00000128463	EMC4	-0.158470679733094	0.0504813418750623	-0.0121886130201071	0.00908604484139402	0.9695	0	0.0295	5e-04	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000128524	ATP6V1F	-0.272707481620485	0.0829638367991092	-0.0166746284497897	0.0127888191436129	0.984	0	0.016	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000128564	VGF	-0.417613555406539	0.131326945197741	-0.0930624963999329	0.0544072187607915	0.4965	0	0.494	0.0055	0.0025	0.0015	Unclassified	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000128567	PODXL	0.0904085175547606	0.0577016951546446	0.145206478759721	0.0402519134348153	0.031	0.0295	0.6545	0.13	0.151	0.004	Shared	ns	female-biased	adult female-biased	female-biased	female-biased	adult	Autosome	NA	NA
ENSG00000128581	IFT22	-0.102251035716109	0.0433538195105062	-0.0415344270037542	0.0122465158253529	0.1125	0.003	0.8625	0.016	0.004	0.002	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000128585	MKLN1	0.169100204284903	0.03751901234982	0.0333544033467081	0.0178617317950919	0.7595	0	0.2405	0	0	0	Unclassified	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000128590	DNAJB9	-0.192162685965585	0.0538047924044833	0.0139963145198473	0.0169703338612336	0.995	0	0.0035	0	0	0.0015	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000128594	LRRC4	0.00514144685702804	0.0694932607078328	-0.0575924499056651	0.0156779430191853	0.0895	0.0295	0.665	0.0405	0.0525	0.123	Unclassified	ns	male-biased	adult male-biased	male-biased	NA	adult	Autosome	NA	NA
ENSG00000128595	CALU	0.0779377938707538	0.0418955407754362	0.0465102387403437	0.0134220821594219	0.0795	0.006	0.875	0.0225	0.013	0.004	Shared	ns	female-biased	adult female-biased	female-biased	female-biased	adult	Autosome	NA	NA
ENSG00000128609	NDUFA5	-0.178619474153355	0.0528270516229977	-0.0175030325931697	0.0118469728580743	0.961	0	0.0385	0	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000128626	MRPS12	-0.321008147032187	0.0965547984451686	-0.0273238431729421	0.0139672139391819	0.9585	0	0.041	0	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000128654	MTX2	-0.219660741912267	0.0585864821878449	-0.0283893854290463	0.0120247455840967	0.909	0	0.0895	0.0015	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000128656	CHN1	-0.0233628710772549	0.0472172875202944	-0.0533470960765144	0.01546065671175	0.111	0.0295	0.7095	0.044	0.049	0.057	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000128708	HAT1	0.0651462135155658	0.0566771536704437	0.0403944954318369	0.0120651061117978	0.137	0.008	0.798	0.0185	0.0165	0.022	Shared	ns	female-biased	adult female-biased	female-biased	female-biased	adult	Autosome	NA	NA
ENSG00000128739	SNRPN	-0.213990880686245	0.0566051700973061	-0.017291401865521	0.0120169933120313	0.9825	0	0.017	0	0	5e-04	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000128833	MYO5C	0.235118323053602	0.0666500036250745	0.0132984409440692	0.0313716489965661	0.9565	5e-04	0.042	5e-04	5e-04	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000128915	ICE2	0.115228103679268	0.029443253224608	0.0192541512774988	0.0114006729515173	0.8655	0	0.1345	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000128965	CHAC1	-0.455333816898848	0.126287604744469	-0.0633202998676902	0.0508492156866938	0.791	0	0.209	0	0	0	Unclassified	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000129007	CALML4	0.360958847198262	0.0867779890781751	-0.0996672310366484	0.0280896738392142	0.6895	0	0	0	0	0.3105	Unclassified	female-biased	male-biased	opposite	opposite	NA	common	Autosome	NA	NA
ENSG00000129084	PSMA1	-0.193265464170643	0.0544296467285071	0.0004760988122374	0.00795126371536287	0.998	0	0.002	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000129158	SERGEF	-0.229679300916266	0.0646112981899751	-0.0552526017963665	0.0160127315027836	0.1155	0	0.881	0.003	0	5e-04	Shared	male-biased	male-biased	common male-biased	male-biased	male-biased	common	Autosome	NA	NA
ENSG00000129159	KCNC1	-0.0691827973171345	0.0627184179191507	-0.0653637117854557	0.0187136222126522	0.041	0.01	0.858	0.037	0.0345	0.0195	Shared	ns	male-biased	adult male-biased	male-biased	male-biased	adult	Autosome	NA	NA
ENSG00000129235	TXNDC17	-0.249077372816797	0.0664749313742075	-0.00651460783543329	0.0151061192684037	0.9945	0	0.0055	0	0	0	Prenatal	male-biased	ns	prenatal male-biased	male-biased	NA	prenatal	Autosome	NA	NA
ENSG00000129250	KIF1C	-0.000160460946345125	0.0552096816494852	-0.0935487968706652	0.0268321689136058	0.1075	0.104	0.402	0.064	0.128	0.1945	Unclassified	ns	male-biased	adult male-biased	male-biased	NA	adult	Autosome	NA	NA
ENSG00000129315	CCNT1	0.149497577658785	0.0428953449340501	0.0436798683341471	0.0119596289437424	0.1205	5e-04	0.872	0.0055	0.0015	0	Shared	female-biased	female-biased	common female-biased	female-biased	female-biased	common	Autosome	NA	NA
ENSG00000129355	CDKN2D	-0.365718050833465	0.103023434495416	-0.0631068665482465	0.0132955510032262	0.0195	5e-04	0.9745	0.004	0.0015	0	Shared	male-biased	male-biased	common male-biased	male-biased	male-biased	common	Autosome	NA	NA
ENSG00000129474	AJUBA	0.403974971703514	0.0684741334633682	-0.0207661728233675	0.0413004930976287	1	0	0	0	0	0	Prenatal	female-biased	ns	prenatal female-biased	female-biased	NA	prenatal	Autosome	NA	NA
ENSG00000129534	MIS18BP1	0.1668850060909	0.0471114272549075	-0.115801721494314	0.0257498664194035	0.0085	5e-04	0	0	0	0.991	Opposite	female-biased	male-biased	opposite	opposite	NA	common	Autosome	NA	NA
