gene_id gene_name gene_type chr logFC AveExpr t P.Value adj.P.Val B qvalue Male VarMale Female VarFemale
ENSG00000083520 DIS3 protein_coding 13 0.0436104094050846 4.91532327181379 2.43197541806491 0.0160096809114435 0.0799081445242011 -5.50359802899073 0.0438070085254718 4.89903116875879 0.106117644871984 4.95501675925687 0.0512123162136248
ENSG00000137404 NRM protein_coding 6 0.0855900284953478 0.512019891038839 2.01557688205918 0.0453521873566002 0.163678301518662 -5.50412571028574 0.0897312381955155 0.442583979970211 0.257149699962884 0.681191019824225 0.503262801874499
ENSG00000141026 MED9 protein_coding 17 -0.0542098032619127 4.82484413735855 -2.42739003404656 0.0162067214924438 0.0805498773207931 -5.50450400176191 0.0441588173962543 4.85383801293229 0.0423734524364097 4.75420451323344 0.122972597621574
ENSG00000170153 RNF150 protein_coding 4 -0.0653835140481191 5.44734633688743 -2.4439921424315 0.0155033460209641 0.0781635195089819 -5.50479642519342 0.0428505753186876 5.54377692029465 0.25631433616411 5.21240637004076 1.18366414994862
ENSG00000138379 MSTN protein_coding 2 -0.116284057558894 0.0873181060595083 -1.96967284566005 0.0504313479846942 0.175229985417522 -5.50674689023777 0.0960640684477264 0.104079398572837 0.37175743254114 0.0464815024815805 0.242317967328516
ENSG00000124216 SNAI1 protein_coding 20 0.114018709112259 -0.0937855943948834 1.94633468683733 0.053192877495284 0.181573866049009 -5.50730642315261 0.0995418920733764 -0.1712875789213 0.357921435550341 0.095037422451296 0.612522001053037
ENSG00000125166 GOT2 protein_coding 16 -0.0470381073793 7.12482082369727 -2.44786213522377 0.0153433332840255 0.0776759290849807 -5.50763067476221 0.042583269927124 7.16977222868 0.104904531529831 7.01530285519387 0.26738034320531
ENSG00000178607 ERN1 protein_coding 17 0.056917299074537 2.50675147934147 2.23919004012181 0.0263850329871988 0.113387404690677 -5.50888748679368 0.062160910299466 2.48076481156315 0.0737017055360015 2.57006445174683 0.138350959376253
ENSG00000258708 SLC25A21-AS1 protein_coding 14 0.115626023200904 -0.230100064706105 1.94033069090352 0.0539235697550115 0.183181741216752 -5.50932547826066 0.100423356680028 -0.325405849784162 0.457083457194211 0.00209948439316271 0.678438289164739
ENSG00000115963 RND3 protein_coding 2 -0.0855979524931809 3.36383035676671 -2.31978725771903 0.0214901476296709 0.0976669045551311 -5.50968811025681 0.0535426638420728 3.40148435103792 0.178367789840647 3.27209153436047 0.217875897911741
ENSG00000183066 WBP2NL protein_coding 22 0.122194812796641 0.551682564172943 2.02414405851397 0.0444540615920072 0.161386251824237 -5.50972284383304 0.0884746974373448 0.501441803892256 0.195404205151921 0.674087325584072 0.303073713538957
ENSG00000170011 MYRIP protein_coding 3 -0.0810842766265208 5.99399875923617 -2.45268071833416 0.0151461494566297 0.0769218007424886 -5.50986788272358 0.042169843899958 6.04905629478692 0.0922031797195924 5.85985858171253 0.402520507996
ENSG00000196459 TRAPPC2 protein_coding X 0.0532374945383341 4.58182310281451 2.41565728997133 0.0167207124756123 0.0822801479366486 -5.51021894676143 0.0451073812763378 4.56419348044753 0.0926214410539142 4.62477527367224 0.100326846494476
ENSG00000120254 MTHFD1L protein_coding 6 -0.0688349482699203 3.89759690412064 -2.36545565924769 0.0190865291350617 0.0899995012599777 -5.51103038919416 0.0493392625052129 3.96169796909988 0.126798698927974 3.74142340035304 0.361016826158753
ENSG00000204634 TBC1D8 protein_coding 2 -0.101643214646222 4.04402639738306 -2.37741124155624 0.0184978074161924 0.0879252157041423 -5.51162783214878 0.0482021037641384 4.09605197043522 0.104906145089959 3.91727318303779 0.310777137422417
ENSG00000169562 GJB1 protein_coding X 0.111664553767645 3.92954012809445 2.36074917251093 0.019322781536896 0.0908182118669905 -5.51169654053205 0.049788093631938 3.83205439517519 1.3196204390769 4.1670508228432 1.88725229830328
ENSG00000125354 SEPT6 protein_coding X -0.0531991619319989 5.39641057128867 -2.44262537694604 0.0155602105949102 0.0783759012977605 -5.51242374933474 0.0429670066397635 5.46266405973803 0.098417891965557 5.23499298124841 0.665366158685025
ENSG00000148288 GBGT1 protein_coding 9 0.111724499611546 1.3279984702573 2.11070491622887 0.0361980246129065 0.140391657822778 -5.51256056986275 0.0769651027159678 1.2877802874009 0.172749568228313 1.42598458848926 0.252219799668269
ENSG00000130669 PAK4 protein_coding 19 0.0610749786584333 4.21244275552376 2.38556220293412 0.018105677936279 0.0867332655974545 -5.5136254160701 0.0475486563740567 4.19245104698654 0.242943552210231 4.2611498272326 0.245457042496136
ENSG00000162073 PAQR4 protein_coding 16 0.0748918406784768 4.35975324430936 2.39460662811519 0.017679174365062 0.0852791622230022 -5.51373442939719 0.0467514920887284 4.32401746492161 0.252262763696586 4.44681859772678 0.422162596324952
ENSG00000155465 SLC7A7 protein_coding 14 -0.100914673395803 0.456124988130483 -1.99788612796488 0.0472556528264851 0.16785174212605 -5.51380720744049 0.0920191895596349 0.461378509138883 0.397585899132424 0.443325500582746 0.658898101811765
ENSG00000123739 PLA2G12A protein_coding 4 0.0378405054661977 5.56606731683994 2.44699776184699 0.0153789448510547 0.0777388776601477 -5.51544074617954 0.0426177794102991 5.54096393383726 0.063896601530365 5.6272282863374 0.0404815366240745
ENSG00000225174 OSTM1-AS1 lincRNA 6 -0.1588003864736 -0.622700675497879 -1.89076868401564 0.0602840287489585 0.196495877932854 -5.51578172014255 0.107722393644337 -0.517276367283812 1.03792320864008 -0.879552626419424 3.10297652535641
ENSG00000162542 TMCO4 protein_coding 1 0.0889194622388773 0.988490861779779 2.06837091959172 0.0400547343791198 0.150094696456594 -5.51674963865464 0.0822844740852508 0.956980191828516 0.152679032125825 1.06526231220649 0.423028438968759
ENSG00000108830 RND2 protein_coding 17 -0.0871912603581588 4.78746317365902 -2.41922361819517 0.0165629718140213 0.0818248765491693 -5.51842833189792 0.0448577937321461 4.80284538657321 0.133168088471245 4.74998650946808 0.105484029649669
ENSG00000187123 LYPD6 protein_coding 2 -0.0791740059360959 3.43595626938867 -2.32601527751556 0.0211474320044926 0.0966047638418288 -5.51862005959666 0.0529603801767476 3.49618107541574 0.122103973742514 3.28922674197726 0.515630100446064
ENSG00000182973 CNOT10 protein_coding 3 0.0412550397866851 3.67649496541029 2.34705856128726 0.0200247254389371 0.0929398953162425 -5.52023501303335 0.050951236707067 3.66111037679225 0.0387913448824494 3.7139774176797 0.0236018428364471
ENSG00000152061 RABGAP1L protein_coding 1 -0.0534579323397834 6.7044443849723 -2.44587894742964 0.0154251481432309 0.0779103390362068 -5.52045478434637 0.0427117774627821 6.74383612002772 0.139173297222467 6.60847179410999 0.290988442370953
ENSG00000033627 ATP6V0A1 protein_coding 17 -0.0534507201527867 8.39961728532205 -2.42657776105475 0.0162418492555361 0.0806292913384288 -5.52083923858106 0.0442023535159868 8.47075224103332 0.134380242227252 8.22630666595275 0.394204965132797
ENSG00000255571 LINC00925 lincRNA 15 -0.0712620066036739 3.76465885765593 -2.35115706813423 0.0198122696578529 0.0923569040274896 -5.52292148289081 0.0506316309333535 3.84924116771682 0.190590096962388 3.55858559314394 0.521062749614292
ENSG00000064995 TAF11 protein_coding 6 0.0495813292629107 4.1768705376726 2.38413478206683 0.0181738139825699 0.0869369839746169 -5.52397908867168 0.0476603382650365 4.14103887442847 0.091089150224468 4.26416949903102 0.0565978391596614
ENSG00000162777 DENND2D protein_coding 1 -0.124399610490492 0.0731072356930012 -1.94754682572065 0.0530463754698499 0.181392450481253 -5.52533409986147 0.099442436963129 0.0793767334614842 0.222907427051423 0.0578324593116061 0.355068386460933
ENSG00000103222 ABCC1 protein_coding 16 -0.0633717910699791 3.8835052671618 -2.35830321944351 0.0194465762280639 0.0912119329579758 -5.52563995772772 0.0500039382531859 3.94355540861433 0.12510893728251 3.73720128616837 0.189764714742133
ENSG00000185219 ZNF445 protein_coding 3 -0.0530001615543545 5.22026340857127 -2.43208157917926 0.0160051442802788 0.0799081445242011 -5.52593885148799 0.0438070085254718 5.24668887438177 0.0491582082892035 5.15588136459659 0.08148768156759
ENSG00000106069 CHN2 protein_coding 7 0.0770676901898598 5.53474663821968 2.43880364072034 0.0157201982631597 0.0788828570915143 -5.52614786810599 0.0432449284575112 5.50646422553884 0.18510587507076 5.60365288002391 0.361558915434398
ENSG00000243708 PLA2G4B protein_coding 15 -0.196921495693644 -0.431740222032902 -1.88806687780893 0.0606480751949029 0.196917992165498 -5.52704084625873 0.107953803870395 -0.33998277953406 0.614486246531593 -0.655294718302808 1.19162977434818
ENSG00000003402 CFLAR protein_coding 2 0.0575531934822893 5.26986314127521 2.43109101449069 0.0160475188633451 0.0799968815337752 -5.52754135788611 0.0438556556684894 5.2186977990187 0.158391139644767 5.39452052059106 0.428897039493627
ENSG00000147535 PPAPDC1B protein_coding 8 0.0526215646799142 4.0864674335556 2.37552497720479 0.0185896134799137 0.0881940938303803 -5.52787862328409 0.0483495073415654 4.06127241704496 0.0593980608893644 4.14785165559971 0.0797965800138466
ENSG00000102007 PLP2 protein_coding X 0.105574704801464 0.605544747534501 2.01795351597467 0.0451015041326092 0.163179676553273 -5.52854440232796 0.08945788348005 0.516632180381984 0.447224411524265 0.822168092960635 1.16422786985676
ENSG00000165757 KIAA1462 protein_coding 10 -0.0754224935409234 6.15355123061368 -2.44526512712452 0.0154505491736602 0.077995936841211 -5.53043602096447 0.0427587036402814 6.21027099629249 0.127617899676653 6.01536125605077 0.240293449364859
ENSG00000162746 FCRLB protein_coding 1 -0.1295574831689 1.1419326427006 -2.07567414442367 0.0393653241164573 0.148281539535821 -5.53065379425369 0.0812904705182896 1.21108967937268 0.26015567639323 0.97344095335407 0.542981745862108
ENSG00000246379 RP11-461O7.1 lincRNA 16 -0.0760585906396268 1.11714062962231 -2.06868866354921 0.0400245264542475 0.150016740131146 -5.53097157412336 0.0822417370972524 1.13867902420666 0.0738467805370098 1.06466526827135 0.0892308751277172
ENSG00000272294 RP3-326L13.3 lincRNA X -0.124283045969374 0.156162791194844 -1.9631323139917 0.0511927713634132 0.176998741566677 -5.5311960653145 0.097033730753952 0.17916570463318 0.558696769509431 0.100119329363262 0.90779793062277
ENSG00000102181 CD99L2 protein_coding X -0.0635300012682736 8.23637607395926 -2.42438402549423 0.0163370575166209 0.0809712113661112 -5.53224737748413 0.0443897999103049 8.29175446671521 0.111594298411123 8.1014541716084 0.271880139705064
ENSG00000138663 COPS4 protein_coding 4 -0.0413634189630451 5.85974201425371 -2.44017422070606 0.015662655222682 0.0787427280530169 -5.53267236544458 0.0431681073271912 5.89609076539474 0.180016405106584 5.77118323874648 0.330590517751526
ENSG00000165526 RPUSD4 protein_coding 11 -0.057518290687664 4.23172724128928 -2.38032611242699 0.0183567250790069 0.0875677268122962 -5.53375706168401 0.0480061222527904 4.26218452569912 0.0590587204135451 4.15752222109078 0.117314655290377
ENSG00000147654 EBAG9 protein_coding 8 0.0421969287911105 4.514274442813 2.40041805922225 0.0174098361207085 0.0844652389895201 -5.53392907016962 0.0463052854818733 4.48914816925666 0.133600375433307 4.57549118202297 0.0864151642384314
ENSG00000078304 PPP2R5C protein_coding 14 -0.0337693432531191 7.34054852441209 -2.43469747434175 0.0158937175153091 0.0795034750091596 -5.53589418255322 0.0435851617913125 7.35866480658144 0.0654756290454863 7.29641067330857 0.0880033436136774
ENSG00000139684 ESD protein_coding 13 0.0489269193736689 5.84181292301781 2.44062654470102 0.0156437057054436 0.0786722551744127 -5.53631548263861 0.0431294728924635 5.81488624938454 0.146111560751947 5.90741609150613 0.100849725386483
ENSG00000175426 PCSK1 protein_coding 5 -0.118611005853588 6.6683417281538 -2.42860332009941 0.016154376816498 0.0803537945047635 -5.5374455185068 0.0440513214501945 6.84963376299392 0.652125831492222 6.22664840690698 4.00351976994348
ENSG00000188725 SMIM15 protein_coding 5 0.0450327186278038 4.53597898632713 2.39927497442892 0.0174625253910448 0.084540881650363 -5.53788971519134 0.0463467540794507 4.48871417550553 0.128702549161879 4.65113325269248 0.103639227871055
ENSG00000175899 A2M protein_coding 12 0.113419946044485 6.90233054359494 2.43834492182085 0.0157394991662969 0.0789548712895495 -5.53884193097837 0.0432844078698548 6.84670423483123 0.366824922799267 7.03785645949198 0.417095782176341
ENSG00000132507 EIF5A protein_coding 17 0.0520688655264655 6.58391393755116 2.4412571135697 0.0156173227981542 0.0785643435118751 -5.53972732235834 0.0430703138774604 6.56802513640747 0.0640224681798801 6.62262483488306 0.0653049864962805
ENSG00000141720 PIP4K2B protein_coding 17 -0.0627237169283002 8.41162110270869 -2.41824593491584 0.0166060836210478 0.0820124600380666 -5.53974825987908 0.044960630202024 8.46024942555076 0.0655227406851881 8.29314482523892 0.23150345534536
ENSG00000106991 ENG protein_coding 9 0.131183918424371 4.37036211161994 2.38464920599402 0.0181492325847409 0.0868636538229183 -5.53999375068491 0.0476201374244368 4.31219871085294 0.420536196445269 4.51206930621592 0.488939543900649
ENSG00000106330 MOSPD3 protein_coding 7 0.0454879796556755 3.09283058610899 2.28146644418801 0.0237081261916806 0.10508253098352 -5.54345526359774 0.0576080368037959 3.06769525314646 0.161378197111369 3.15406939732679 0.146811385280564
ENSG00000122359 ANXA11 protein_coding 10 -0.0505704442360559 6.73131772584465 -2.43706824657022 0.0157933268360481 0.079175094182476 -5.5444390476642 0.0434051378180394 6.7878560756343 0.0743976339902776 6.59356974635713 0.411961754159352
ENSG00000236255 AC009404.2 lincRNA 2 -0.108208240572697 0.72346626234215 -2.01599505069986 0.0453079939840597 0.163555809014193 -5.54453377737867 0.0896640857141318 0.739788865550056 0.169047579570812 0.683698465435614 0.30121256899252
ENSG00000060718 COL11A1 protein_coding 1 -0.0998836319853125 4.63072930739877 -2.4007106674709 0.0173963712757999 0.0844512825902493 -5.54485311283477 0.0462976343456157 4.68295310505762 0.131215332346774 4.50349314582994 0.305676484019147
ENSG00000169035 KLK7 protein_coding 19 -0.171562317373664 4.07568004692065 -2.36887312102625 0.0189165817168249 0.0894304190886032 -5.54487404851883 0.0490272819470166 4.18952884494833 0.407519490010384 3.79830297536229 1.99379335173586
ENSG00000205542 TMSB4X protein_coding X 0.0810762879088452 9.37597091936654 2.39856620165593 0.0174952662833668 0.0845966922559163 -5.54516997464202 0.0463773504058683 9.30698832769732 0.197082361243854 9.54403759725157 0.231021824651992
ENSG00000198346 ZNF813 protein_coding 19 0.112863075650877 0.259286849403031 1.97193684750856 0.0501700211908367 0.174733505487847 -5.54582871368389 0.0957918896774462 0.19370401977982 0.326679426723314 0.419070470666856 0.427315145253263
ENSG00000237412 PRSS56 protein_coding 2 -0.199974761210942 -0.688681154798536 -1.84619706286758 0.0665284643918934 0.209115677631425 -5.54622208106436 0.114640783206213 -0.581825280452812 0.48019927397406 -0.949020921386299 1.27681589083517
ENSG00000172936 MYD88 protein_coding 3 0.0758636477224488 1.82192129783653 2.14524475646495 0.0332921209656757 0.133035048508131 -5.54650439137511 0.0729320839431732 1.77748730764134 0.227174295536695 1.93017865576663 0.753591815045722
ENSG00000146416 AIG1 protein_coding 6 0.0419342407167698 5.37608544125359 2.42961471440916 0.0161108569145349 0.0801873290173668 -5.54672357397911 0.0439600622291351 5.3477690101925 0.0484565184185671 5.44507456420241 0.0577002115051776
ENSG00000157881 PANK4 protein_coding 1 -0.0460707103417298 4.72489884335678 -2.40135033347711 0.01736696806889 0.0843598887438895 -5.54982347357468 0.0462475306793312 4.77931424381211 0.0843960661658798 4.59232314042926 0.136575487221046
ENSG00000099203 TMED1 protein_coding 19 0.0749474260262147 1.47903136586091 2.10175630811776 0.0369855372174544 0.142269903470661 -5.54991424452905 0.0779947890339232 1.45033429338816 0.149584064682628 1.54894786970361 0.228777094552229
ENSG00000244754 N4BP2L2 protein_coding 13 0.0448343992859052 5.94777712856005 2.43514553170365 0.0158747012074434 0.0794581843932027 -5.55166519720911 0.0435603327027239 5.91356768571954 0.118150237938063 6.03112377111694 0.117749743958709
ENSG00000218537 AP000350.4 protein_coding 22 -0.274976583966534 -1.49766578477878 -1.74159106743664 0.0833119662191239 0.241108941423705 -5.55211335937871 0.132180036408139 -1.34941755570535 1.21407805793198 -1.85885237924862 1.89248568481526
ENSG00000178201 VN1R1 protein_coding 19 -0.136786667367405 0.630653516431856 -2.01021264973499 0.0459223535871491 0.16480391100612 -5.55214445117965 0.0903483165259789 0.684665012072062 0.297723078823627 0.499061872508445 0.586388831635504
ENSG00000152558 TMEM123 protein_coding 11 0.0857245915605041 5.87453665391033 2.4314271022088 0.0160331304978476 0.0799610667737138 -5.55344285415027 0.0438360214058158 5.79445014082141 0.302605057407401 6.06965652216332 0.698640159135676
ENSG00000106341 PPP1R17 protein_coding 7 -0.160871840495939 0.0574046379011988 -1.95606014949792 0.0520269846977788 0.179058135900532 -5.55362231336417 0.0981627258730062 0.206003666896293 0.849527051196172 -0.304636632741395 2.92244090012126
ENSG00000139218 SCAF11 protein_coding 12 0.0426133555973515 5.06728774819661 2.4160847964753 0.0167017337210221 0.0822678517348763 -5.55430785298564 0.0451006402886816 5.03788824853293 0.0858662758214827 5.13891562010449 0.0700560286637705
ENSG00000125944 HNRNPR protein_coding 1 0.04650623016207 6.83164430726138 2.43216900563403 0.0160014091016825 0.0799081445242011 -5.55560677813171 0.0438070085254718 6.80483489241569 0.0454486279597602 6.89696179070359 0.0414358922591341
ENSG00000196843 ARID5A protein_coding 2 0.0851805557324195 3.34774975903785 2.30176535764499 0.0225094774799762 0.100891032526153 -5.55582023019481 0.0553101858181464 3.32300099435196 0.264522432266127 3.40804674936348 0.350746145061071
ENSG00000187094 CCK protein_coding 3 -0.0632198540874426 7.41078832812614 -2.42140057917384 0.0164673327228652 0.081478564390554 -5.55595158458727 0.0446679394966953 7.49552359536975 0.232709870674655 7.20434240429626 1.66679950863666
ENSG00000167536 DHRS13 protein_coding 17 -0.104187208260746 0.851177339407778 -2.01513915636526 0.0453984868258246 0.163769158696233 -5.55681415303863 0.0897810476508113 0.890364054809584 0.238762700144385 0.755704250974288 0.225216158551884
ENSG00000092203 TOX4 protein_coding 14 -0.0336590412690797 6.23891512934226 -2.43314069675724 0.0159599468962849 0.0797597346145164 -5.56006737165505 0.0437256476802472 6.26808768991027 0.0343241158759139 6.16784016359474 0.067768060662
ENSG00000143971 ETAA1 protein_coding 2 0.0666538913758941 2.83804128751603 2.25318619335334 0.0254710081646364 0.1104842222854 -5.56041665638346 0.0605693361597299 2.79077776241861 0.154371128469679 2.95319242138975 0.13750468670733
ENSG00000134285 FKBP11 protein_coding 12 -0.0944738993949585 3.82311666403424 -2.34023843879362 0.0203827094206984 0.0942608038686069 -5.56050266488248 0.0516753813178491 3.87736297813618 0.166603117945468 3.69095291694954 0.272709354921249
ENSG00000197324 LRP10 protein_coding 14 0.063980562764685 4.75784372631659 2.39067676215907 0.0178633900186693 0.0859598182738501 -5.56120901757247 0.0471246393517508 4.71913186165158 0.487338938948311 4.85215990568226 1.07103608924557
ENSG00000247596 TWF2 protein_coding 3 0.0678264261096161 3.50864348942446 2.31763638753449 0.021609633586139 0.0980702346987452 -5.56161396572207 0.0537637763099581 3.50761482867467 0.129877573842478 3.5111496810694 0.227949536343662
ENSG00000167900 TK1 protein_coding 17 0.104365059051206 0.0647675653642741 1.9315104052746 0.0550123178815373 0.185765557757469 -5.56265145832263 0.101839849002574 -0.00328125207920479 0.330495765703426 0.230559229681114 0.658017125566484
ENSG00000215717 TMEM167B protein_coding 1 0.0493377387022351 5.65149078860365 2.42738938858739 0.0162067493793815 0.0805498773207931 -5.56279056949582 0.0441588173962543 5.6191371103956 0.134048241019058 5.73031611369236 0.0417562548022269
ENSG00000123636 BAZ2B protein_coding 2 0.0556170825508015 4.96546358689796 2.40458421279554 0.0172189896980656 0.0839715655480054 -5.56304939270657 0.0460346452762972 4.91095494849291 0.252148996097247 5.09826645137571 0.504175377814582
ENSG00000130733 YIPF2 protein_coding 19 0.044208995952246 4.34417747466816 2.37603858191762 0.0185645761603328 0.0881375353897706 -5.56513495700073 0.0483185010392075 4.34174594573684 0.0702090858879781 4.35010156333721 0.0368974162675457
ENSG00000141449 GREB1L protein_coding 18 0.132664915015105 1.72642997386949 2.13577898912804 0.034067751431716 0.13511903800068 -5.56596919396994 0.0740745625479595 1.67336482738479 0.404288632037668 1.85571596712312 0.703481269008375
ENSG00000136840 ST6GALNAC4 protein_coding 9 0.0536518176438291 3.15983427095023 2.27753561046268 0.0239465896470143 0.105728203168883 -5.56709095856183 0.0579620053147312 3.15352842699652 0.14375091755339 3.17519759985564 0.138036172727244
ENSG00000143793 C1orf35 protein_coding 1 0.0506255962052339 3.92764192607012 2.34521787187364 0.0201207927022623 0.0931418703385048 -5.56836983375223 0.0510619628611388 3.90030772873592 0.091584584578151 3.99423797048436 0.0948280514808635
ENSG00000171747 LGALS4 protein_coding 19 0.255772884978089 -1.600521695558 1.74806086919248 0.0821820502475549 0.238925781928138 -5.56874537411181 0.130983191115281 -1.6909335272467 0.953077767413333 -1.38024559653461 1.69564863017211
ENSG00000226717 RP11-87N24.2 lincRNA 9 -0.145852812085762 -0.28004163556581 -1.90137140451086 0.0588730044007267 0.193566649895978 -5.56909545996717 0.10611654084487 -0.0942167895944977 0.578090391276756 -0.732778533023189 3.14829792905111
ENSG00000137561 TTPA protein_coding 8 -0.0997871754424407 0.705915551128698 -2.02003468008213 0.0448829550588322 0.162491236578895 -5.56993197350508 0.0890804689373094 0.756946161830729 0.880691039856796 0.581586426872841 1.1851900188863
ENSG00000170571 EMB protein_coding 5 -0.0984911396785168 3.01838473504029 -2.26868052597324 0.0244914808540121 0.107331896314066 -5.56995295680021 0.0588411772652453 3.07017787266927 0.255430266314832 2.89219781790787 0.676713568919566
ENSG00000127412 TRPV5 protein_coding 7 -0.152386195965881 -1.00639909227612 -1.82006117152746 0.0704337165308028 0.216987502638675 -5.57310273676968 0.118956252014266 -1.05106381553938 1.48260350678071 -0.897579584689273 2.17882998711949
ENSG00000162076 FLYWCH2 protein_coding 16 0.0535823380092793 3.82731773451933 2.33560066816572 0.0206293475296952 0.0949634621673177 -5.57310407815468 0.0520605905886362 3.81615540188259 0.119360063738197 3.85451323585249 0.104802709620943
ENSG00000070729 CNGB1 protein_coding 16 -0.189114796256709 2.6867730301828 -2.23837105580697 0.026439391321356 0.113498700311698 -5.57336779741614 0.0622219244582596 2.97036734802956 0.946319752712959 1.9958341467016 5.47866599630099
ENSG00000273492 AP000230.1 lincRNA 21 0.141744183091873 1.75183679269841 2.1418398074179 0.0335693515822739 0.133640702880068 -5.57586739322888 0.0732641140058523 1.71812604716452 0.333819959437564 1.83396842727187 0.472683235480017
ENSG00000173825 TIGD3 protein_coding 11 -0.0804400425772913 1.3222666075836 -2.07439874320729 0.0394849822028383 0.148517905234538 -5.5760100204298 0.0814200502280987 1.39780877907671 0.160604459411021 1.13821840794583 0.440545525955053
ENSG00000231389 HLA-DPA1 protein_coding 6 -0.240862271361275 2.92389597181255 -2.23991138751884 0.02633723577944 0.113334660143951 -5.57676449413439 0.0621319948388222 2.99137459365987 0.955931518281374 2.75949351131182 1.33129835119809
ENSG00000263571 CTC-304I17.5 lincRNA 17 -0.119574674481636 -0.763112587892018 -1.83933081218439 0.0675365912615558 0.211330700249261 -5.57771205920547 0.115855096406468 -0.581277833075536 0.329100738539527 -1.20612817235399 2.83762514573959
ENSG00000072310 SREBF1 protein_coding 17 0.0838225907673535 5.81290330440286 2.42018115066454 0.0165208446888111 0.0816926579280577 -5.57781192127556 0.0447853092276347 5.76767362143544 0.386457044019437 5.92309925926894 0.742478626140237
ENSG00000179387 ELMOD2 protein_coding 4 0.0539804454297789 3.97014553175949 2.34676600989389 0.0200399669278754 0.0929489244761078 -5.5783913704966 0.0509561866465951 3.93457131000515 0.226823288388601 4.05681727203371 0.0906320221329535
ENSG00000178913 TAF7 protein_coding 5 0.049823304850668 6.14297431280386 2.42398274220551 0.0163545266388956 0.0809957804854586 -5.57855557301309 0.0444032691208231 6.11870487364245 0.152649203975093 6.20210349185168 0.0899009525934443
ENSG00000127947 PTPN12 protein_coding 7 -0.0559107445918392 5.44395321081064 -2.41635487636158 0.0166897536086914 0.0822678517348763 -5.57983399431927 0.0451006402886816 5.43590207156045 0.0599276323599997 5.4635687137111 0.0943695465025283
ENSG00000213160 KLHL23 protein_coding 2 -0.0582759311023039 4.93081997873649 -2.39913758428821 0.017468867724539 0.0845459277736185 -5.5804823149251 0.0463495204503355 4.96118368649161 0.118764097483024 4.85684294529674 0.190852203340095
ENSG00000079215 SLC1A3 protein_coding 5 -0.0830899902063499 8.46916430744218 -2.4001582595352 0.0174217989491094 0.0844718956948915 -5.58067185107662 0.0463089348013599 8.50570819288275 1.26228906066355 8.38013011382334 2.11350372560996
ENSG00000166794 PPIB protein_coding 15 0.0652883200258247 4.59705291636279 2.38215462156059 0.0182687092112713 0.0872783615867626 -5.58136158623019 0.0478474872979006 4.56192842589448 0.0862989082289496 4.68262894768557 0.176992969214159
ENSG00000134107 BHLHE40 protein_coding 3 -0.114310644328629 6.94517664187808 -2.42070632649292 0.0164977796366311 0.0816039010119502 -5.58148303010415 0.0447366511715158 7.01992129142055 0.153758708515684 6.76307149572005 0.381459610379172
ENSG00000160588 MPZL3 protein_coding 11 0.0926839018885945 0.370581783227135 1.96734673002594 0.0507010415204377 0.175937136030894 -5.58303240511764 0.0964517404820762 0.332527326391401 0.185876386918805 0.463296278063288 0.178829048975239
ENSG00000176273 SLC35G1 protein_coding 10 -0.100609690638944 2.25585737359756 -2.18367700087522 0.0302974911001207 0.124917440689875 -5.5837529754096 0.0684818728036429 2.31006351627119 0.297133718468662 2.12379149871997 0.563434273254989
ENSG00000163082 SGPP2 protein_coding 2 -0.0951226817617307 4.05965443305176 -2.3456957535246 0.0200958127198242 0.0930802568253876 -5.58388491509298 0.0510281852817634 4.14548475289445 0.133080357483203 3.85054056288959 0.625769721104397
ENSG00000173085 COQ2 protein_coding 4 -0.0836414003413676 1.69600093814812 -2.10941944956045 0.0363102565556514 0.140621804461216 -5.58450752739552 0.0770912730307991 1.71400393451689 0.106219105659496 1.65213909244967 0.191758988437422
ENSG00000133639 BTG1 protein_coding 12 0.0678183972081207 4.25352750660076 2.36116090268613 0.0193020114613549 0.0908008513215962 -5.58775643174791 0.0497785762846811 4.19089587567842 0.252473047199681 4.40612093466611 0.271529078653011
ENSG00000163630 SYNPR protein_coding 3 -0.0842257113275891 6.78420650230147 -2.41184014896209 0.0168910190883524 0.0828298605894245 -5.58836247880046 0.0454087431338819 6.88853425137911 0.283728593234713 6.53002616818502 2.12937070630413
ENSG00000110711 AIP protein_coding 11 0.0441744536248269 5.28798499429776 2.4099963206792 0.0169738324289661 0.0831592674775389 -5.58845131606692 0.045589329611542 5.26557357354416 0.0878253974330709 5.34258736486106 0.086889235279599
ENSG00000204287 HLA-DRA protein_coding 6 -0.163229009540296 3.37484528387785 -2.28111678545751 0.0237292536785235 0.10514695963328 -5.58880151242625 0.0576433576891212 3.42115748356944 1.20896112167654 3.26201192462924 1.28749866681088
ENSG00000115935 WIPF1 protein_coding 2 0.0967170116793262 4.76495454474303 2.37928007553181 0.0184072445429281 0.0876776246487875 -5.58947524430911 0.0480663701222507 4.67360082238379 0.544617021469911 4.98752543194555 1.26332471004637
ENSG00000049167 ERCC8 protein_coding 5 0.0519984151961004 2.40541987961962 2.19557939101431 0.0294186939403167 0.121924397437239 -5.59078826552347 0.0668410354138369 2.36240144301091 0.156989157994481 2.51022843426629 0.0737550035740235
ENSG00000131653 TRAF7 protein_coding 16 -0.0449725234572574 4.98844001945977 -2.39640771200325 0.0175953096408752 0.084943804111826 -5.59090521903348 0.0465676430490233 5.02701511353567 0.113168318804374 4.89445706298394 0.0802560581085986
